level,model,MAE,WMAPE,Poisson_deviance
row_level,LightGBM_Poisson,0.2393438340093334,1.2278863084149763,0.4819238162051797
row_level,Last_week_same_slot,0.2615438165793715,1.3417770829888385,3.1401875872559923
row_level,Historical_same_weekday_slot,0.2249161272490898,1.1538690116416719,0.4999552236806361
national_aggregate,LightGBM_Poisson,1.6269282822347173,0.490970502700018,1.3818964108234997
national_aggregate,Last_week_same_slot,2.150342412671233,0.6489251596734188,7.503597308302746
national_aggregate,Historical_same_weekday_slot,1.5865936101427427,0.4787984023994221,1.4032100551300508
